x,y,z,ax,ay,az,aw,steering
1131.22,1183.27,0.15,0.0,0.0,0.04361951814044202,0.9990482158720847,-0.0
1131.22,1183.27,0.15,0.0,0.0,0.04361951814044202,0.9990482158720847,-0.0
1131.22,1183.27,0.1460829,0.0,0.0,0.0436197186622698,0.9990482071170662,-0.0
1131.22,1183.27,0.1039454,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.1039454,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.1039454,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.1039454,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.1039454,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.09610776,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.09610776,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.09610776,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.09610776,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.09610776,0.0,0.0,0.043619788408992104,0.9990482040718329,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1063839,0.0,0.0,0.04361998893081751,0.9990481953167601,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1071344,0.0,0.0,0.04362004995919881,0.9990481926521648,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069642,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069602,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069641,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069641,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069641,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069641,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069641,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069641,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069641,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069653,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069653,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
1131.22,1183.27,0.1069653,0.0,0.0,0.0436201197059201,0.9990481896069084,-0.0
