x,y,z,ax,ay,az,aw
11.1112,0.0,0.0,0.0,0.0,0.000786533233298132,
11.1112,0.0,0.0,0.0,0.0,0.0015834100636823863,
11.1112,0.0,0.0,0.0,0.0,0.0015834100636823863,
11.1112,0.0,0.0,0.0,0.0,0.0013989953889994025,
11.1112,0.0,0.0,0.0,0.0,0.0013989953889994025,
11.1112,0.0,0.0,0.0,0.0,0.0011975160626790553,
11.1112,0.0,0.0,0.0,0.0,0.0011975160626790553,
11.1112,0.0,0.0,0.0,0.0,0.0011975160626790553,
11.1112,0.0,0.0,0.0,0.0,0.0010186529836454783,
11.1112,0.0,0.0,0.0,0.0,0.0009427040095605087,
11.1112,0.0,0.0,0.0,0.0,0.0009427040095605087,
11.1112,0.0,0.0,0.0,0.0,0.0009427040095605087,
11.1112,0.0,0.0,0.0,0.0,0.000815420398894277,
11.1112,0.0,0.0,0.0,0.0,0.000815420398894277,
11.1112,0.0,0.0,0.0,0.0,0.0006359385400699372,
11.1112,0.0,0.0,0.0,0.0,0.0006359385400699372,
11.1112,0.0,0.0,0.0,0.0,0.0006359385400699372,
11.1112,0.0,0.0,0.0,0.0,0.0005006729297786185,
11.1112,0.0,0.0,0.0,0.0,0.0005006729297786185,
11.1112,0.0,0.0,0.0,0.0,0.0005006729297786185,
11.1112,0.0,0.0,0.0,0.0,0.0003998906170619281,
11.1112,0.0,0.0,0.0,0.0,0.0003187268758982381,
11.1112,0.0,0.0,0.0,0.0,0.0003187268758982381,
11.1112,0.0,0.0,0.0,0.0,0.00022385959256642418,
11.1112,0.0,0.0,0.0,0.0,0.00022385959256642418,
11.1112,0.0,0.0,0.0,0.0,0.00022385959256642418,
11.1112,0.0,0.0,0.0,0.0,0.00013148995704376733,
11.1112,0.0,0.0,0.0,0.0,0.00010340666947801718,
11.1112,0.0,0.0,0.0,0.0,0.00010340666947801718,
11.1112,0.0,0.0,0.0,0.0,3.699331833537455e-05,
11.1112,0.0,0.0,0.0,0.0,-2.9604741570447803e-05,
11.1112,0.0,0.0,0.0,0.0,-2.9604741570447803e-05,
11.1112,0.0,0.0,0.0,0.0,-0.00013611918223769686,
11.1112,0.0,0.0,0.0,0.0,-0.00013611918223769686,
11.1112,0.0,0.0,0.0,0.0,-0.00013611918223769686,
11.1112,0.0,0.0,0.0,0.0,-0.00027462891234983995,
11.1112,0.0,0.0,0.0,0.0,-0.00027462891234983995,
11.1112,0.0,0.0,0.0,0.0,-0.00027462891234983995,
11.1112,0.0,0.0,0.0,0.0,-0.0003705743005931238,
11.1112,0.0,0.0,0.0,0.0,-0.00038913764055404314,
11.1112,0.0,0.0,0.0,0.0,-0.00038913764055404314,
11.1112,0.0,0.0,0.0,0.0,-0.00047429561558698743,
11.1112,0.0,0.0,0.0,0.0,-0.0005357348777693818,
11.1112,0.0,0.0,0.0,0.0,-0.0005357348777693818,
11.1112,0.0,0.0,0.0,0.0,-0.0006404060644884136,
11.1112,0.0,0.0,0.0,0.0,-0.0007017960749801401,
11.1112,0.0,0.0,0.0,0.0,-0.0007017960749801401,
11.1112,0.0,0.0,0.0,0.0,-0.0007017960749801401,
11.1112,0.0,0.0,0.0,0.0,-0.0005063135861158709,
11.1112,0.0,0.0,0.0,0.0,-0.0005063135861158709,
11.1112,0.0,0.0,0.0,0.0,-0.0005063135861158709,
11.1112,0.0,0.0,0.0,0.0,-0.0006335747396535887,
11.1112,0.0,0.0,0.0,0.0,-0.0006335747396535887,
11.1112,0.0,0.0,0.0,0.0,-0.0006335747396535887,
11.1112,0.0,0.0,0.0,0.0,-0.0008282754908493339,
11.1112,0.0,0.0,0.0,0.0,-0.0008282754908493339,
11.1112,0.0,0.0,0.0,0.0,-0.0008898048832942737,
11.1112,0.0,0.0,0.0,0.0,-0.0009125137939263996,
11.1112,0.0,0.0,0.0,0.0,-0.0009125137939263996,
11.1112,0.0,0.0,0.0,0.0,-0.0010156023593981237,
11.1112,0.0,0.0,0.0,0.0,-0.0010156023593981237,
11.1112,0.0,0.0,0.0,0.0,-0.0010156023593981237,
11.1112,0.0,0.0,0.0,0.0,-0.0010989786770434788,
11.1112,0.0,0.0,0.0,0.0,-0.0011499395262898767,
11.1112,0.0,0.0,0.0,0.0,-0.0011499395262898767,
11.1112,0.0,0.0,0.0,0.0,-0.0012644692994332222,
11.1112,0.0,0.0,0.0,0.0,-0.0011291934965230316,
11.1112,0.0,0.0,0.0,0.0,-0.0011105313538737529,
11.1112,0.0,0.0,0.0,0.0,-0.0013244753759978894,
11.1112,0.0,0.0,0.0,0.0,-0.0013244753759978894,
11.1112,0.0,0.0,0.0,0.0,-0.0013244753759978894,
11.1112,0.0,0.0,0.0,0.0,-0.0013474376604087688,
11.1112,0.0,0.0,0.0,0.0,-0.001339724518367757,
11.1112,0.0,0.0,0.0,0.0,-0.001339724518367757,
11.1112,0.0,0.0,0.0,0.0,-0.0014429634003428435,
11.1112,0.0,0.0,0.0,0.0,-0.0014429634003428435,
11.1112,0.0,0.0,0.0,0.0,-0.0015273071085080694,
11.1112,0.0,0.0,0.0,0.0,-0.0012113635853959787,
11.1112,0.0,0.0,0.0,0.0,-0.0012113635853959787,
11.1112,0.0,0.0,0.0,0.0,-0.0012113635853959787,
11.1112,0.0,0.0,0.0,0.0,-0.0012768665020491561,
11.1112,0.0,0.0,0.0,0.0,-0.00131199438376394,
11.1112,0.0,0.0,0.0,0.0,-0.00131199438376394,
11.1112,0.0,0.0,0.0,0.0,-0.00145859354392878,
11.1112,0.0,0.0,0.0,0.0,-0.0013907909624047883,
11.1112,0.0,0.0,0.0,0.0,-0.0013907909624047883,
11.1112,0.0,0.0,0.0,0.0,-0.0012372971414913584,
11.1112,0.0,0.0,0.0,0.0,-0.0012741379490945337,
11.1112,0.0,0.0,0.0,0.0,-0.0012741379490945337,
11.1112,0.0,0.0,0.0,0.0,-0.0015140142539057043,
11.1112,0.0,0.0,0.0,0.0,-0.0013049769489290276,
11.1112,0.0,0.0,0.0,0.0,-0.0013049769489290276,
11.1112,0.0,0.0,0.0,0.0,-0.0014276152604774436,
11.1112,0.0,0.0,0.0,0.0,-0.001453274938182895,
11.1112,0.0,0.0,0.0,0.0,-0.001453274938182895,
11.1112,0.0,0.0,0.0,0.0,-0.00157541066340655,
11.1112,0.0,0.0,0.0,0.0,-0.001649888134457583,
11.1112,0.0,0.0,0.0,0.0,-0.001649888134457583,
11.1112,0.0,0.0,0.0,0.0,-0.001698160255811095,
11.1112,0.0,0.0,0.0,0.0,-0.001698160255811095,
11.1112,0.0,0.0,0.0,0.0,-0.001698160255811095,
11.1112,0.0,0.0,0.0,0.0,-0.0017649105754956043,
11.1112,0.0,0.0,0.0,0.0,-0.0017649105754956043,
11.1112,0.0,0.0,0.0,0.0,-0.0017649105754956043,
11.1112,0.0,0.0,0.0,0.0,-0.0018817305155016135,
11.1112,0.0,0.0,0.0,0.0,-0.0018817305155016135,
11.1112,0.0,0.0,0.0,0.0,-0.0018817305155016135,
11.1112,0.0,0.0,0.0,0.0,-0.002011861994370958,
11.1112,0.0,0.0,0.0,0.0,-0.0021275749651311995,
11.1112,0.0,0.0,0.0,0.0,-0.0021275749651311995,
11.1112,0.0,0.0,0.0,0.0,-0.0020254072464540637,
11.1112,0.0,0.0,0.0,0.0,-0.0020254072464540637,
11.1112,0.0,0.0,0.0,0.0,-0.0020254072464540637,
11.1112,0.0,0.0,0.0,0.0,-0.0019951199969694754,
11.1112,0.0,0.0,0.0,0.0,-0.0020572132243637698,
11.1112,0.0,0.0,0.0,0.0,-0.0020572132243637698,
11.1112,0.0,0.0,0.0,0.0,-0.0020889772427785,
11.1112,0.0,0.0,0.0,0.0,-0.0018539323638713152,
11.1112,0.0,0.0,0.0,0.0,-0.0018539323638713152,
11.1112,0.0,0.0,0.0,0.0,-0.001855296360016192,
11.1112,0.0,0.0,0.0,0.0,-0.0016918999397713649,
11.1112,0.0,0.0,0.0,0.0,-0.0016918999397713649,
11.1112,0.0,0.0,0.0,0.0,-0.0017094011486191894,
11.1112,0.0,0.0,0.0,0.0,-0.0017094011486191894,
11.1112,0.0,0.0,0.0,0.0,-0.0018163343428149485,
11.1112,0.0,0.0,0.0,0.0,-0.0019554024275050194,
11.1112,0.0,0.0,0.0,0.0,-0.0019554024275050194,
11.1112,0.0,0.0,0.0,0.0,-0.0020915837494912804,
11.1112,0.0,0.0,0.0,0.0,-0.0020077449445092556,
11.1112,0.0,0.0,0.0,0.0,-0.002138893734777445,
11.1112,0.0,0.0,0.0,0.0,-0.002138893734777445,
11.1112,0.0,0.0,0.0,0.0,-0.0024912932582827835,
11.1112,0.0,0.0,0.0,0.0,-0.0024912932582827835,
11.1112,0.0,0.0,0.0,0.0,-0.0024912932582827835,
11.1112,0.0,0.0,0.0,0.0,-0.002483506610177159,
11.1112,0.0,0.0,0.0,0.0,-0.002439606210199461,
11.1112,0.0,0.0,0.0,0.0,-0.002439606210199461,
11.1112,0.0,0.0,0.0,0.0,-0.0027299758938754814,
11.1112,0.0,0.0,0.0,0.0,-0.0027299758938754814,
11.1112,0.0,0.0,0.0,0.0,-0.002669166916114853,
11.1112,0.0,0.0,0.0,0.0,-0.002620401144273426,
11.1112,0.0,0.0,0.0,0.0,-0.002620401144273426,
11.1112,0.0,0.0,0.0,0.0,-0.002620401144273426,
11.1112,0.0,0.0,0.0,0.0,-0.002594387150423433,
